project_id,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,is_delayed
PAI-02710,Industrial Corridors,Odisha,122.9,131.0,55,24,49.8,63.5,18,0,1,1,0,0,0.2,1
PAI-02711,Industrial Corridors,Haryana,225.4,264.2,70,44,77.6,69.0,17,2,1,1,0,1,4.9,1
PAI-02712,Roads,Rajasthan,309.9,320.2,56,80,100.0,100.0,14,0,0,0,0,0,0.8,0
PAI-02713,Railways,Madhya Pradesh,99.2,99.2,46,12,30.8,29.7,13,1,0,1,0,0,-7.8,0
PAI-02714,Roads,Jharkhand,174.6,177.5,56,53,93.3,97.3,12,1,0,0,0,1,11.7,0
PAI-02715,Roads,Haryana,170.9,186.8,78,74,77.9,69.8,21,0,1,0,0,0,10.5,0
PAI-02716,Railways,Uttar Pradesh,309.9,323.7,56,70,99.7,94.6,16,2,0,0,0,0,4.6,0
PAI-02717,Urban Transit,Telangana,191.7,196.6,30,73,96.0,98.0,9,1,0,0,0,0,-2.5,0
PAI-02718,Railways,Jharkhand,124.5,147.9,69,82,100.0,100.0,20,2,1,1,0,1,14.9,1
PAI-02719,Urban Transit,Haryana,79.8,82.1,36,17,58.6,63.9,10,2,0,0,0,0,1.4,0
PAI-02720,Railways,Maharashtra,410.7,422.2,30,70,100.0,100.0,7,1,0,1,0,1,0.9,0
PAI-02721,Railways,Telangana,287.0,294.0,72,62,76.9,73.6,17,0,0,0,0,0,-0.3,0
PAI-02722,Roads,Tamil Nadu,789.8,814.3,46,75,100.0,83.8,12,0,0,1,0,0,-2.8,1
PAI-02723,Railways,Telangana,103.6,106.5,56,53,92.2,92.9,13,0,1,0,0,0,6.1,1
PAI-02724,Urban Transit,Jharkhand,43.3,51.4,51,78,100.0,100.0,14,4,0,1,1,0,10.0,1
PAI-02725,Industrial Corridors,Telangana,227.5,245.6,12,62,89.8,73.8,4,1,0,0,1,0,9.0,0
PAI-02726,Railways,Andhra Pradesh,128.9,136.9,51,17,41.7,48.6,13,0,0,0,1,0,-5.5,1
PAI-02727,Industrial Corridors,Bihar,444.1,458.2,25,30,95.1,74.2,7,0,0,0,0,0,-4.7,0
PAI-02728,Roads,Andhra Pradesh,94.1,98.8,12,26,100.0,100.0,4,1,1,0,0,0,7.5,1
PAI-02729,Ports,Haryana,464.3,489.6,49,23,43.8,53.6,11,0,1,1,0,0,1.9,0
PAI-02730,Industrial Corridors,Bihar,154.4,173.5,31,18,55.9,60.0,6,2,1,0,0,0,12.5,1
PAI-02731,Airports,Bihar,29.5,31.3,30,81,100.0,80.5,9,0,1,0,0,0,-4.9,1
PAI-02732,Urban Transit,Gujarat,133.4,136.7,64,10,2.1,0.0,17,0,0,0,0,0,-11.0,0
PAI-02733,Roads,Odisha,85.7,85.9,53,34,57.4,59.3,17,2,0,0,0,0,4.0,0
PAI-02734,Roads,Gujarat,273.5,313.3,56,59,94.7,77.8,11,1,0,1,1,0,3.5,0
PAI-02735,Railways,Bihar,30.1,32.3,34,59,100.0,100.0,10,0,1,0,1,0,7.8,1
PAI-02736,Urban Transit,West Bengal,145.0,153.6,46,81,95.0,100.0,10,1,0,0,1,0,3.0,0
PAI-02737,Urban Transit,Rajasthan,683.0,697.4,50,39,92.0,92.6,12,0,0,0,0,0,0.8,0
PAI-02738,Railways,Rajasthan,233.8,237.4,47,26,63.0,62.0,10,1,1,0,0,0,3.3,0
PAI-02739,Railways,Bihar,123.9,141.7,51,11,14.0,7.9,9,3,1,0,0,1,4.8,1
PAI-02740,Power,Jharkhand,101.0,107.1,53,68,98.7,91.4,11,0,0,1,1,0,3.2,0
PAI-02741,Industrial Corridors,Telangana,57.4,58.1,33,10,23.6,18.0,9,1,0,0,0,0,-2.9,0
PAI-02742,Water & Sanitation,Gujarat,154.3,178.3,33,68,95.4,100.0,11,2,1,0,0,1,12.4,0
PAI-02743,Urban Transit,Karnataka,756.8,762.2,67,26,57.2,54.3,19,1,0,0,0,0,4.8,0
PAI-02744,Water & Sanitation,Madhya Pradesh,971.2,988.7,56,70,90.5,90.1,14,0,0,1,0,0,-1.2,0
PAI-02745,Water & Sanitation,Gujarat,761.6,831.1,45,37,89.3,88.4,11,3,0,0,0,1,3.2,1
PAI-02746,Roads,Haryana,158.2,173.3,56,59,100.0,100.0,15,0,1,1,0,0,-3.5,1
PAI-02747,Industrial Corridors,West Bengal,253.6,282.6,58,11,18.7,14.6,16,3,1,0,0,0,8.4,1
PAI-02748,Urban Transit,Maharashtra,261.9,269.3,12,36,96.2,96.9,7,1,0,0,0,0,4.8,0
PAI-02749,Roads,Odisha,530.4,546.4,30,60,100.0,90.5,7,0,0,0,0,0,-4.2,0
PAI-02750,Roads,Maharashtra,122.6,126.5,41,21,35.7,31.3,9,0,0,1,0,0,0.3,0
PAI-02751,Industrial Corridors,West Bengal,421.0,465.5,54,65,92.0,94.2,12,2,1,0,0,0,8.2,1
PAI-02752,Airports,Karnataka,309.7,325.2,45,81,98.0,100.0,13,0,0,0,1,0,3.7,0
PAI-02753,Airports,Tamil Nadu,340.9,346.1,44,13,12.1,18.6,13,0,0,0,0,0,-10.1,1
PAI-02754,Water & Sanitation,Madhya Pradesh,280.6,308.1,28,47,100.0,100.0,6,0,0,0,1,1,0.7,0
PAI-02755,Railways,Haryana,502.5,531.7,51,43,86.8,93.5,14,2,1,0,0,0,-3.4,1
PAI-02756,Industrial Corridors,Bihar,197.9,211.8,30,6,12.3,15.9,7,1,0,0,1,0,-0.8,0
PAI-02757,Industrial Corridors,West Bengal,296.7,296.7,62,74,100.0,90.8,11,0,1,0,0,0,1.3,0
PAI-02758,Industrial Corridors,Kerala,84.0,96.1,44,34,79.5,79.4,10,2,1,0,0,0,8.3,1
PAI-02759,Industrial Corridors,Odisha,356.6,395.1,13,79,99.6,100.0,6,1,0,1,1,1,1.8,1
PAI-02760,Water & Sanitation,Jharkhand,891.4,907.6,12,46,100.0,98.6,6,0,0,0,0,0,-5.2,0
PAI-02761,Industrial Corridors,Gujarat,87.9,92.7,38,63,100.0,100.0,10,0,0,0,0,1,-4.3,0
PAI-02762,Urban Transit,Bihar,440.6,457.6,67,56,86.0,87.0,14,1,0,0,0,0,-8.4,0
PAI-02763,Railways,Maharashtra,170.2,182.7,24,33,96.4,98.3,8,0,1,1,0,0,-5.5,1
PAI-02764,Roads,Rajasthan,211.1,215.7,52,62,100.0,97.8,12,1,0,0,0,0,-0.8,0
PAI-02765,Water & Sanitation,Haryana,169.7,181.4,65,29,56.4,65.0,18,0,0,0,1,0,6.0,1
PAI-02766,Urban Transit,Haryana,125.8,127.3,21,28,100.0,100.0,7,2,0,1,0,0,-0.6,1
PAI-02767,Ports,Telangana,563.6,573.4,43,71,100.0,100.0,12,0,0,0,0,0,7.1,1
PAI-02768,Industrial Corridors,Odisha,192.4,212.0,69,64,98.5,100.0,15,3,1,1,0,0,7.6,1
PAI-02769,Industrial Corridors,Jharkhand,672.2,705.9,71,43,56.9,65.1,18,0,0,0,1,0,0.2,0
PAI-02770,Roads,Rajasthan,213.0,215.6,43,28,64.1,72.9,8,0,1,0,0,0,-10.6,0
PAI-02771,Water & Sanitation,Haryana,259.5,282.4,69,44,57.6,45.4,19,1,0,0,1,0,4.9,0
PAI-02772,Urban Transit,Gujarat,785.7,791.0,47,79,100.0,90.3,14,0,0,0,0,0,7.8,0
PAI-02773,Ports,Kerala,251.8,283.8,75,57,89.6,94.6,20,1,1,0,1,0,5.5,1
PAI-02774,Railways,Bihar,219.8,230.6,49,34,71.4,67.1,11,1,0,0,1,0,5.0,1
PAI-02775,Ports,Jharkhand,696.7,723.2,62,55,92.4,86.7,13,0,1,0,0,0,-0.6,1
PAI-02776,Industrial Corridors,Karnataka,484.0,551.9,28,28,95.7,92.8,8,0,1,0,1,0,-0.2,1
PAI-02777,Industrial Corridors,Karnataka,380.5,391.0,61,81,100.0,100.0,15,1,1,0,0,0,-1.1,0
PAI-02778,Water & Sanitation,Madhya Pradesh,95.7,100.2,45,59,100.0,100.0,13,0,0,0,0,0,3.5,1
PAI-02779,Industrial Corridors,Karnataka,581.4,626.7,56,28,47.0,62.5,14,1,1,0,0,0,-3.6,0
PAI-02780,Railways,Andhra Pradesh,187.8,218.9,53,49,88.4,75.8,13,1,1,1,1,0,1.1,1
PAI-02781,Water & Sanitation,Haryana,799.6,825.8,47,57,85.0,81.3,13,0,0,0,0,0,-5.2,0
PAI-02782,Railways,Odisha,945.6,1003.5,60,34,59.0,57.4,14,2,0,0,0,1,8.2,1
PAI-02783,Water & Sanitation,Madhya Pradesh,103.2,105.3,12,60,100.0,100.0,5,0,1,0,0,0,-7.7,0
PAI-02784,Railways,Karnataka,320.1,341.1,39,24,68.3,60.4,9,2,0,0,0,0,10.4,0
PAI-02785,Power,West Bengal,124.9,127.5,42,42,76.9,83.9,10,2,0,0,0,0,-2.5,1
PAI-02786,Roads,Tamil Nadu,509.6,529.5,32,39,86.9,85.1,7,1,0,0,0,1,4.2,1
PAI-02787,Roads,Maharashtra,107.6,120.1,34,52,94.2,79.5,8,0,0,1,0,1,3.8,0
PAI-02788,Urban Transit,Telangana,482.1,520.6,51,12,35.9,18.5,13,4,0,0,0,0,2.5,1
PAI-02789,Ports,Odisha,198.0,224.0,57,23,31.6,27.0,11,2,0,0,1,0,13.2,1
PAI-02790,Airports,Maharashtra,70.9,75.2,57,78,100.0,100.0,16,1,0,0,1,0,0.5,0
PAI-02791,Roads,Bihar,824.7,866.4,47,36,78.2,80.4,14,0,0,0,0,1,-2.0,0
PAI-02792,Urban Transit,Telangana,1077.7,1130.1,49,16,41.8,37.6,12,2,0,0,0,1,-4.9,1
PAI-02793,Power,Jharkhand,1286.5,1428.3,12,45,94.4,82.8,4,1,0,0,1,0,10.8,1
PAI-02794,Railways,Rajasthan,81.7,90.5,38,66,93.7,97.8,9,1,1,0,1,0,4.0,1
PAI-02795,Roads,Rajasthan,151.3,181.9,30,78,86.2,84.0,4,1,1,0,1,1,12.4,1
PAI-02796,Railways,Bihar,235.6,240.3,25,48,100.0,94.1,8,2,0,0,0,0,-2.2,0
PAI-02797,Water & Sanitation,Andhra Pradesh,651.1,660.0,43,25,47.5,39.5,10,2,0,0,0,0,7.8,0
PAI-02798,Industrial Corridors,West Bengal,119.1,123.4,63,58,100.0,98.9,14,2,0,0,0,0,5.2,0
PAI-02799,Railways,West Bengal,150.8,154.3,24,83,97.0,77.1,6,1,0,0,0,0,5.1,1
PAI-02800,Power,Gujarat,364.6,377.1,53,26,56.3,54.4,13,1,0,0,0,0,-6.8,0
PAI-02801,Industrial Corridors,Rajasthan,102.4,116.4,30,18,68.7,74.1,9,2,1,0,0,1,4.3,1
PAI-02802,Ports,Uttar Pradesh,264.7,286.5,64,30,59.7,70.9,17,2,1,0,0,0,3.1,0
PAI-02803,Power,Maharashtra,493.1,510.1,52,67,98.6,100.0,12,0,0,0,0,0,-0.2,0
PAI-02804,Industrial Corridors,Maharashtra,221.6,251.4,58,21,42.8,57.0,16,5,1,0,0,0,11.9,1
PAI-02805,Railways,Bihar,450.1,484.1,57,49,98.9,96.9,16,1,0,0,1,0,-0.1,0
PAI-02806,Roads,Bihar,121.8,130.3,47,63,100.0,100.0,15,3,1,0,0,0,7.7,1
PAI-02807,Roads,Bihar,305.4,316.4,38,25,69.6,65.7,11,0,0,0,0,0,-1.5,0
PAI-02808,Urban Transit,Kerala,133.9,150.0,43,35,87.9,100.0,7,1,1,0,1,0,10.7,1
PAI-02809,Ports,Kerala,323.2,347.0,29,39,93.6,100.0,4,1,1,0,0,0,11.6,1
PAI-02810,Industrial Corridors,Andhra Pradesh,396.2,411.8,40,46,91.6,91.4,11,0,0,0,0,1,4.0,0
PAI-02811,Roads,Rajasthan,371.4,421.9,49,81,96.3,97.0,12,0,1,0,1,0,1.2,1
PAI-02812,Urban Transit,Kerala,148.7,155.1,50,67,97.6,98.1,10,1,0,1,0,0,1.0,1
PAI-02813,Industrial Corridors,Telangana,1172.2,1233.4,46,38,72.8,57.6,10,0,0,0,0,1,-7.8,0
PAI-02814,Urban Transit,Maharashtra,827.6,852.8,19,28,100.0,100.0,4,0,0,0,0,0,-4.9,0
PAI-02815,Urban Transit,Gujarat,1098.3,1135.1,45,47,100.0,87.2,15,0,0,0,0,0,-4.8,1
PAI-02816,Power,Madhya Pradesh,278.9,302.1,42,51,94.7,100.0,8,4,0,0,0,0,13.0,0
PAI-02817,Water & Sanitation,Bihar,59.1,62.3,27,26,95.9,100.0,6,0,0,0,1,0,-1.1,1
PAI-02818,Roads,Kerala,115.1,132.7,25,25,100.0,100.0,4,2,1,0,0,0,10.2,0
PAI-02819,Urban Transit,Telangana,615.0,630.7,20,15,67.8,63.4,4,1,0,0,0,0,-4.8,0
PAI-02820,Railways,Bihar,86.8,90.9,72,15,38.4,37.5,18,2,1,0,0,0,-4.8,0
PAI-02821,Water & Sanitation,Jharkhand,304.7,314.8,44,60,91.3,77.1,14,0,1,0,0,0,-1.2,1
PAI-02822,Water & Sanitation,Andhra Pradesh,429.8,466.9,35,54,96.0,80.2,10,1,0,0,1,0,8.0,1
PAI-02823,Power,Madhya Pradesh,244.5,254.9,15,70,100.0,93.8,4,1,1,0,0,0,-6.3,0
PAI-02824,Urban Transit,West Bengal,65.0,73.2,38,42,100.0,100.0,8,3,1,0,0,0,15.1,1
PAI-02825,Industrial Corridors,Jharkhand,355.3,386.6,50,9,13.9,2.0,13,1,1,1,0,0,2.9,1
PAI-02826,Industrial Corridors,Haryana,137.6,144.2,38,16,43.8,48.5,10,0,1,0,0,0,6.1,1
PAI-02827,Power,Tamil Nadu,419.2,451.0,27,50,84.6,82.6,4,1,0,0,1,0,3.7,0
PAI-02828,Railways,Odisha,174.2,179.6,29,65,90.7,98.0,10,0,1,0,0,0,-1.8,0
PAI-02829,Railways,West Bengal,189.8,194.4,38,48,90.1,96.9,12,2,0,0,0,0,3.9,0
PAI-02830,Roads,Gujarat,73.4,79.2,15,10,64.9,54.3,6,0,1,0,0,0,7.9,1
PAI-02831,Power,Tamil Nadu,747.1,776.7,62,11,4.5,0.0,17,1,0,0,0,0,9.2,0
PAI-02832,Railways,Karnataka,86.8,95.4,34,53,100.0,86.4,7,1,0,0,0,1,-0.7,0
PAI-02833,Railways,Tamil Nadu,689.8,709.0,23,49,85.1,81.1,8,0,0,0,0,1,-4.8,0
PAI-02834,Airports,Uttar Pradesh,47.8,51.3,71,15,19.2,5.6,19,1,0,1,0,0,-2.5,0
PAI-02835,Roads,Haryana,109.2,111.4,30,52,84.7,79.0,6,1,0,0,0,0,0.3,0
PAI-02836,Water & Sanitation,Kerala,650.5,681.2,58,24,33.2,45.8,16,0,0,0,0,0,7.0,0
PAI-02837,Water & Sanitation,Maharashtra,330.2,347.8,53,63,85.4,89.6,16,0,0,0,0,1,3.1,1
PAI-02838,Industrial Corridors,Telangana,122.6,128.0,30,35,100.0,100.0,7,1,0,0,1,0,1.5,1
PAI-02839,Power,Uttar Pradesh,259.2,277.1,31,34,100.0,97.4,8,1,0,1,0,0,6.7,0
PAI-02840,Water & Sanitation,Rajasthan,143.6,150.2,23,6,27.6,20.4,6,0,0,0,1,0,-1.2,0
PAI-02841,Water & Sanitation,Maharashtra,356.2,360.9,26,19,67.2,57.3,10,0,0,0,0,0,-5.9,0
PAI-02842,Roads,Madhya Pradesh,215.5,227.7,36,14,31.0,39.4,7,1,1,0,0,0,0.2,0
PAI-02843,Urban Transit,Telangana,144.9,165.5,44,64,100.0,100.0,11,2,1,0,0,1,3.5,0
PAI-02844,Roads,Gujarat,134.9,136.8,15,37,94.6,93.6,4,0,0,0,0,0,-5.4,0
PAI-02845,Power,Telangana,192.5,197.3,57,10,17.9,10.0,14,1,0,0,0,0,9.1,0
PAI-02846,Industrial Corridors,Bihar,372.0,431.7,39,70,100.0,91.9,11,2,1,0,0,1,7.1,1
PAI-02847,Water & Sanitation,Gujarat,179.9,196.1,56,10,20.4,0.9,12,1,1,0,0,0,7.6,1
PAI-02848,Railways,Telangana,86.9,99.0,37,34,100.0,85.4,5,3,0,1,0,0,10.9,0
PAI-02849,Urban Transit,Gujarat,555.4,584.4,43,54,92.9,72.5,9,0,0,0,1,0,-5.6,1
PAI-02850,Roads,Odisha,1759.7,1953.8,45,19,38.7,38.6,8,1,1,0,0,1,3.3,0
PAI-02851,Roads,Maharashtra,201.6,211.3,61,50,79.8,72.2,18,1,0,0,0,0,2.4,1
PAI-02852,Railways,Karnataka,1859.4,1921.0,43,13,26.5,30.1,11,0,0,0,0,1,-4.0,0
PAI-02853,Industrial Corridors,Haryana,313.6,335.2,28,65,100.0,92.5,6,1,1,0,0,0,4.9,0
PAI-02854,Urban Transit,Rajasthan,438.2,443.6,73,70,92.0,84.6,18,0,0,0,0,0,-1.0,0
PAI-02855,Airports,Odisha,698.3,762.6,61,56,99.7,100.0,13,2,1,0,0,0,6.5,1
PAI-02856,Railways,Rajasthan,665.0,693.8,31,65,88.5,97.6,6,0,1,0,0,0,4.4,0
PAI-02857,Ports,Andhra Pradesh,235.0,238.2,37,16,45.0,48.5,10,2,0,0,0,0,12.1,1
PAI-02858,Power,Uttar Pradesh,814.4,853.7,40,26,60.9,57.3,9,1,0,0,0,0,10.2,1
PAI-02859,Roads,Odisha,446.9,454.8,44,64,95.0,94.8,13,2,0,0,0,0,7.5,0
PAI-02860,Railways,Tamil Nadu,598.5,612.5,27,18,68.9,83.1,6,1,0,0,0,0,-2.0,0
PAI-02861,Industrial Corridors,Madhya Pradesh,135.0,152.3,68,6,13.0,11.5,21,1,1,0,1,0,-0.7,0
PAI-02862,Power,Andhra Pradesh,642.8,650.9,44,10,22.5,19.3,11,1,0,0,0,0,3.1,0
PAI-02863,Ports,Jharkhand,536.7,564.7,48,42,85.4,92.6,11,0,0,0,1,0,-2.9,0
PAI-02864,Water & Sanitation,Bihar,1572.7,1654.2,32,52,85.2,91.7,9,0,1,0,0,0,9.0,0
PAI-02865,Urban Transit,Karnataka,98.0,108.9,34,65,100.0,92.7,9,2,0,0,0,1,-3.8,0
PAI-02866,Railways,Odisha,155.3,157.0,71,57,86.9,93.0,19,0,0,0,0,0,2.4,0
PAI-02867,Power,Rajasthan,162.7,164.2,66,29,50.5,54.4,16,0,0,0,0,0,2.4,0
PAI-02868,Ports,Jharkhand,542.9,562.0,51,21,46.2,42.6,13,1,1,0,0,0,1.4,0
PAI-02869,Industrial Corridors,Bihar,307.0,310.5,33,59,92.2,92.1,9,0,1,0,0,0,-2.8,0
PAI-02870,Airports,Jharkhand,778.0,802.6,36,51,86.3,84.9,8,0,0,0,0,0,0.8,1
PAI-02871,Roads,Uttar Pradesh,259.1,265.3,37,17,41.8,35.4,7,1,0,0,0,0,7.9,1
PAI-02872,Railways,Tamil Nadu,81.5,87.4,47,21,51.1,44.7,14,3,0,0,0,0,13.3,0
PAI-02873,Railways,Uttar Pradesh,524.6,569.7,40,23,49.2,37.1,10,0,0,0,1,0,5.8,0
PAI-02874,Urban Transit,West Bengal,466.0,474.5,50,31,60.3,71.7,12,1,0,0,0,0,-5.0,0
PAI-02875,Roads,Madhya Pradesh,260.4,282.5,48,8,13.8,17.2,12,2,0,1,0,0,4.9,1
PAI-02876,Industrial Corridors,Uttar Pradesh,261.1,315.8,12,56,97.9,85.5,4,1,1,1,1,1,-0.6,1
PAI-02877,Roads,Telangana,392.4,400.9,72,13,23.1,13.5,17,0,0,1,0,0,4.6,0
PAI-02878,Industrial Corridors,Kerala,460.1,474.9,12,81,91.2,88.4,4,1,0,0,0,0,6.5,0
PAI-02879,Water & Sanitation,Tamil Nadu,388.5,408.2,21,21,86.5,92.9,5,0,0,0,0,1,-11.5,1
PAI-02880,Railways,West Bengal,1384.8,1420.5,42,28,59.6,75.6,12,0,0,1,0,0,-4.7,0
PAI-02881,Airports,Jharkhand,77.2,83.5,53,20,26.5,19.5,16,1,0,0,1,0,3.0,0
PAI-02882,Power,Karnataka,1032.0,1113.6,35,66,96.3,86.1,9,1,0,1,0,0,0.7,0
PAI-02883,Water & Sanitation,Haryana,134.0,136.4,32,14,44.6,40.6,11,0,1,0,0,0,-8.3,0
PAI-02884,Power,Tamil Nadu,352.0,385.2,53,12,26.0,23.5,15,2,0,0,1,0,6.5,1
PAI-02885,Industrial Corridors,Andhra Pradesh,1759.4,1812.3,49,67,88.8,100.0,15,2,0,0,0,0,6.6,0
PAI-02886,Water & Sanitation,Telangana,497.1,533.8,43,17,42.4,39.1,9,3,0,1,0,0,1.8,0
PAI-02887,Railways,Bihar,166.9,173.9,40,32,73.9,96.6,9,1,0,0,0,1,-2.4,0
PAI-02888,Power,West Bengal,237.4,240.8,29,57,88.6,89.3,7,0,0,0,0,0,3.9,0
PAI-02889,Roads,Bihar,82.1,87.6,32,22,62.7,57.0,10,2,0,0,0,1,3.3,1
PAI-02890,Water & Sanitation,Odisha,361.0,408.1,51,62,82.6,72.9,13,1,1,0,1,0,3.4,1
PAI-02891,Power,Karnataka,131.2,134.7,55,39,59.9,71.2,14,1,0,0,0,0,3.6,0
PAI-02892,Roads,Karnataka,124.6,129.9,12,72,100.0,88.9,4,0,1,0,0,0,-2.4,1
PAI-02893,Railways,Uttar Pradesh,362.7,369.5,36,74,100.0,100.0,7,0,0,1,0,0,0.3,0
PAI-02894,Urban Transit,Rajasthan,110.5,112.9,51,43,77.8,82.4,7,0,0,0,0,0,-2.1,0
PAI-02895,Airports,Gujarat,101.3,104.8,44,22,49.5,47.5,8,1,0,0,0,0,-1.2,0
PAI-02896,Urban Transit,Gujarat,1307.4,1375.6,44,20,39.7,46.0,9,2,0,0,0,1,0.9,0
PAI-02897,Roads,Rajasthan,262.1,264.6,44,50,100.0,100.0,11,0,0,1,0,0,-0.9,0
PAI-02898,Ports,West Bengal,339.5,360.2,38,57,98.4,100.0,9,0,0,1,0,1,-1.7,1
PAI-02899,Water & Sanitation,Kerala,1563.6,1631.3,50,10,17.3,17.1,15,1,0,0,0,1,1.7,0
PAI-02900,Roads,Kerala,373.3,389.8,34,19,64.0,71.9,9,2,0,1,0,0,3.0,0
PAI-02901,Water & Sanitation,Kerala,313.9,319.5,40,77,100.0,100.0,7,0,0,0,0,0,-0.2,0
PAI-02902,Urban Transit,Haryana,128.7,132.9,26,58,95.7,90.9,6,0,0,0,0,0,-0.6,0
PAI-02903,Urban Transit,Uttar Pradesh,60.7,62.1,23,62,99.3,100.0,5,1,0,0,0,0,1.6,1
PAI-02904,Power,Madhya Pradesh,78.7,78.8,57,63,99.0,100.0,18,1,1,0,0,0,0.3,0
PAI-02905,Roads,Tamil Nadu,389.8,400.2,47,10,24.8,18.3,12,1,0,0,0,0,-2.5,0
PAI-02906,Roads,Maharashtra,177.5,185.7,22,82,100.0,100.0,5,1,1,0,0,0,1.3,0
PAI-02907,Power,Jharkhand,308.8,341.8,41,58,99.0,93.7,7,2,1,0,0,0,2.7,1
PAI-02908,Power,Haryana,391.4,400.5,32,31,96.5,98.7,9,0,0,0,1,0,1.5,0
PAI-02909,Water & Sanitation,Karnataka,343.8,349.0,30,31,95.3,100.0,5,0,0,1,0,0,-2.3,1
PAI-02910,Railways,Gujarat,344.8,352.6,12,69,95.3,100.0,4,0,1,0,0,0,-1.3,0
PAI-02911,Power,Karnataka,938.0,944.6,12,41,95.8,100.0,4,1,0,0,0,0,0.5,0
PAI-02912,Airports,Andhra Pradesh,948.5,963.0,24,35,98.7,99.0,8,0,0,0,0,0,10.4,0
PAI-02913,Roads,Odisha,177.2,180.1,40,23,57.8,53.1,9,0,0,0,0,1,-5.1,0
PAI-02914,Water & Sanitation,Madhya Pradesh,108.4,111.5,60,24,35.1,37.7,14,1,0,0,0,0,-4.6,0
PAI-02915,Water & Sanitation,Jharkhand,339.8,371.0,43,56,100.0,100.0,11,0,1,1,0,0,4.8,0
PAI-02916,Roads,Odisha,247.3,270.5,67,61,82.5,73.5,17,1,1,1,0,0,2.5,0
PAI-02917,Roads,West Bengal,368.9,421.5,42,15,24.3,36.8,15,3,1,0,0,1,7.1,1
PAI-02918,Water & Sanitation,Uttar Pradesh,621.0,640.2,32,12,45.7,50.1,4,1,0,0,0,0,8.3,0
PAI-02919,Railways,Karnataka,302.4,311.1,52,13,18.2,16.9,15,2,0,0,0,0,1.1,0
PAI-02920,Industrial Corridors,Rajasthan,295.3,318.8,36,60,88.1,90.8,7,1,1,1,0,0,3.6,0
PAI-02921,Urban Transit,Maharashtra,481.0,513.6,37,30,83.7,77.6,8,2,1,0,0,0,0.1,0
PAI-02922,Power,Telangana,302.3,311.0,46,71,93.1,98.9,12,1,0,1,0,0,-1.9,0
PAI-02923,Airports,Maharashtra,103.5,107.1,19,66,89.7,99.2,4,1,0,0,1,0,1.1,0
PAI-02924,Industrial Corridors,Jharkhand,123.5,132.9,12,44,98.1,99.1,4,1,1,0,0,1,-1.0,1
PAI-02925,Urban Transit,Haryana,193.3,193.3,59,30,44.5,55.7,15,0,0,0,0,0,4.4,0
PAI-02926,Railways,Odisha,135.7,141.0,67,11,10.6,15.1,15,0,0,0,0,0,-7.3,0
PAI-02927,Water & Sanitation,Odisha,400.0,430.0,47,69,98.9,92.9,16,0,0,0,0,0,-1.8,0
PAI-02928,Roads,Uttar Pradesh,301.9,335.3,47,57,92.0,100.0,14,1,1,1,0,0,4.2,1
PAI-02929,Railways,Andhra Pradesh,134.7,151.3,31,39,100.0,100.0,7,2,1,0,0,1,9.9,0
PAI-02930,Ports,Jharkhand,238.9,247.7,40,15,35.8,23.5,11,0,0,0,0,0,-0.5,0
PAI-02931,Roads,Rajasthan,109.5,123.2,66,39,55.1,61.9,18,2,1,0,0,1,9.7,1
PAI-02932,Industrial Corridors,Uttar Pradesh,479.2,528.0,28,46,100.0,100.0,4,2,0,1,0,1,-1.7,0
PAI-02933,Water & Sanitation,Madhya Pradesh,121.7,125.9,54,63,97.8,95.2,15,1,0,1,0,0,5.6,0
PAI-02934,Industrial Corridors,Gujarat,809.0,905.5,26,75,92.7,100.0,7,1,0,1,1,0,1.3,1
PAI-02935,Urban Transit,Odisha,636.7,689.7,46,81,92.3,85.0,11,1,0,0,1,0,7.8,1
PAI-02936,Roads,Telangana,132.3,143.1,59,78,98.2,92.5,14,0,0,1,0,1,5.6,1
PAI-02937,Industrial Corridors,Rajasthan,365.5,388.5,21,59,99.2,95.1,4,0,1,0,0,0,3.2,1
PAI-02938,Ports,Rajasthan,164.7,173.7,37,77,100.0,100.0,10,1,1,0,0,0,5.2,1
PAI-02939,Roads,Haryana,440.1,455.2,46,34,90.3,87.5,11,1,0,1,0,0,0.4,1
PAI-02940,Urban Transit,Jharkhand,227.5,238.2,37,56,95.8,100.0,9,1,0,1,0,0,-5.7,0
PAI-02941,Airports,Tamil Nadu,318.0,327.9,12,42,98.8,95.6,4,1,0,0,0,0,6.2,0
PAI-02942,Power,Gujarat,241.7,241.9,21,62,97.4,95.2,7,0,0,0,0,0,2.4,0
PAI-02943,Industrial Corridors,Uttar Pradesh,257.2,261.0,31,19,59.4,61.6,10,2,0,0,0,0,0.7,0
PAI-02944,Roads,Tamil Nadu,907.8,911.2,27,36,92.7,100.0,7,0,0,0,0,0,0.2,0
PAI-02945,Industrial Corridors,Karnataka,212.8,229.4,49,69,98.3,100.0,11,1,0,0,1,0,6.9,0
PAI-02946,Ports,Jharkhand,276.4,323.2,12,57,100.0,94.2,4,2,1,0,0,1,5.5,1
PAI-02947,Urban Transit,Karnataka,165.5,170.8,42,47,100.0,88.9,9,1,0,1,0,0,1.0,0
PAI-02948,Industrial Corridors,Andhra Pradesh,1046.8,1087.1,39,41,84.0,89.5,13,0,0,1,0,0,1.6,0
